Keywords,Tags,Volume,2025-08-15,2025-08-01,2025-07-26,2025-07-15,2025-07-01,2025-06-26,2025-06-15,2025-06-01,2025-05-26,2025-05-15,2025-05-01,2025-04-26,2025-04-15,2025-04-01,2025-03-26,2025-03-15,2025-03-01,2025-02-26,2025-02-15,2025-02-01,2025-01-26,2025-01-15,2025-01-01,2024-12-26,2024-12-15,2024-12-01,2024-11-26,2024-11-15,2024-11-08,2024-11-01,2024-10-26,2024-10-21,2024-08-01,2024-07-26,2024-07-15,2024-07-08,2024-07-01,2024-06-26,2024-06-15,2024-06-04,2024-06-01,2024-05-26,2024-05-23,2024-05-15,2024-05-01,2024-04-26,2024-04-15,2024-04-09,2024-04-01,2024-03-26,2024-03-15,2024-03-14,2024-03-07,2024-03-01,2024-02-01,2024-01-23,2024-01-16,2024-01-12,2024-01-11,2024-01-10,2024-01-02,2024-01-01,2023-12-01,2023-11-30,2023-11-15,2023-11-13,2023-11-10,2023-11-01,2023-10-01,2023-09-01,2023-08-14,2023-08-01,2023-07-27,2023-07-18,URL in SERP,Expected URL
rack mounts for instruments in cleanroom,"carts-cabinets-storage, low-volume-desktop",0,5,4,5,5,3,3,2,3,3,3,4,4,3,3,3,3,3,3,2,4,3,3,5,5,6,5,4,4,6,3,6,7,5,5,5,5,5,7,7,n/a,6,7,n/a,5,4,3,4,6,4,4,4,n/a,n/a,6,5,n/a,n/a,n/a,n/a,n/a,8,7,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/wall-mounted-shelves.php,
reusable cleanroom garments,cleanroom-supplies,10,2,3,9,3,3,3,3,7,3,4,3,4,5,5,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,n/a,1,1,n/a,1,1,1,1,1,1,1,1,n/a,n/a,1,1,n/a,n/a,n/a,n/a,n/a,1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/reusable-garments.php,
sample storage boxes silicon cleanroom,"carts-cabinets-storage, low-volume-desktop",0,16,10,4,12,16,13,13,19,17,17,16,18,19,17,22,24,23,24,16,22,22,23,23,20,17,15,15,12,14,15,12,14,12,12,9,11,8,11,14,n/a,13,25,n/a,12,14,15,16,21,10,10,9,n/a,n/a,17,25,n/a,n/a,n/a,n/a,n/a,33,37,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/portable-desiccator-dry-boxes.html,
sd acrylic desiccators,"low-volume-desktop, desiccator",0,5,8,7,10,4,5,7,8,5,8,7,7,7,10,10,10,9,14,5,9,9,9,9,8,7,6,6,6,6,11,13,13,9,5,8,10,9,9,12,n/a,5,8,n/a,4,9,9,7,9,9,9,8,n/a,n/a,8,5,n/a,n/a,n/a,n/a,n/a,4,4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/valuline-es-desiccators-floor-cabinets.html,
secador auto desiccator,desiccator,10,14,25,20,29,27,24,24,19,23,23,30,19,19,-,19,14,18,14,15,17,17,19,16,17,18,14,14,15,14,13,14,14,24,23,-,28,23,25,-,n/a,48,44,n/a,6,29,30,-,-,25,24,25,n/a,n/a,24,30,n/a,n/a,n/a,n/a,n/a,22,10,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/desiccator-auto-copolyester-clear-secador-3-1539-10.html,
secador desiccator,desiccator,50,17,13,16,16,13,9,10,7,7,7,11,8,7,7,8,9,9,11,9,8,6,17,30,17,4,10,9,4,5,3,3,3,3,3,4,4,4,4,3,n/a,4,4,n/a,1,5,5,5,5,4,5,5,n/a,n/a,5,5,n/a,n/a,n/a,n/a,n/a,n/a,27,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/photogallery/portable-desiccators.php,
secure pass through cabinets for specimens packages and transactions,passthroughs,0,4,4,4,2,2,2,3,3,8,8,6,7,6,5,6,6,5,5,3,2,2,3,2,3,2,4,1,2,3,3,4,4,5,6,5,6,5,3,5,n/a,3,3,n/a,5,5,5,6,6,8,9,7,n/a,n/a,7,4,n/a,n/a,n/a,n/a,n/a,5,5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/specialty-pass-through-chambers.php,
security pass through window,passthroughs,50,3,3,4,4,4,4,4,4,4,4,4,5,5,4,4,3,4,4,3,3,4,3,4,3,4,4,4,2,3,3,4,2,1,1,2,1,1,2,3,n/a,2,3,n/a,3,2,2,3,3,3,3,3,n/a,n/a,3,4,n/a,n/a,n/a,n/a,n/a,6,6,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/pass-through-windows.php,
security window with pass through,passthroughs,10,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,2,2,2,2,2,2,2,2,2,n/a,3,3,n/a,3,3,3,2,2,3,2,2,n/a,n/a,3,2,n/a,n/a,n/a,n/a,n/a,4,4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/pass-through-windows.php,
semiconductor clean room,cleanroom,390,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n/a,-,-,n/a,-,-,-,-,-,-,-,-,n/a,n/a,-,-,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
semiconductor fab cleanroom furniture,"low-volume-desktop, gowning-room-equipment",0,7,8,7,-,-,-,-,-,7,69,-,63,64,64,59,59,60,61,60,59,63,62,63,67,59,60,58,65,62,59,60,59,18,66,20,21,66,66,67,n/a,21,69,n/a,17,71,75,67,66,65,65,62,n/a,n/a,57,7,n/a,n/a,n/a,n/a,n/a,10,10,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/cleanroom-equipment-and-furnishings.php,
shop cleanroom tables,"tables-and-workbenches, low-volume-desktop",0,4,4,4,4,4,4,5,4,4,2,3,3,3,3,3,4,6,5,4,5,4,5,6,8,5,7,8,9,6,8,8,4,5,8,6,7,6,4,6,n/a,7,7,n/a,7,6,7,6,6,6,6,4,n/a,n/a,3,3,n/a,n/a,n/a,n/a,n/a,2,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/cleanroom-work-stations-and-tables.php,
silica gel desiccator,desiccator,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n/a,-,-,n/a,-,-,-,-,-,-,-,-,n/a,n/a,-,-,n/a,n/a,n/a,n/a,n/a,60,92,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
sliding pass through window,passthroughs,170,5,4,4,7,7,7,6,5,5,6,7,8,6,7,7,8,13,13,9,12,12,11,7,8,11,11,10,8,8,9,9,9,5,4,5,4,4,5,4,n/a,5,4,n/a,6,5,7,7,6,5,5,5,n/a,n/a,6,4,n/a,n/a,n/a,n/a,n/a,5,5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/pass-through-convenience-window-horizontal-sliding-wall-mount-polypropylene-frame-1702-81a.html,
small cabinet for electronics,desiccator,110,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52,-,-,n/a,-,-,n/a,-,-,-,-,-,-,-,-,n/a,n/a,85,-,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
small liquid nitrogen container,nitrogen-systems,90,74,-,-,-,-,-,-,-,-,-,-,-,-,68,56,-,-,73,56,93,62,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n/a,-,-,n/a,-,-,-,-,-,-,-,-,n/a,n/a,-,-,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/thermo-flask-benchtop-liquid-nitrogen-containers.html,
small liquid nitrogen tank,nitrogen-systems,30,-,75,85,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n/a,-,-,n/a,-,-,-,-,-,-,-,-,n/a,n/a,-,-,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
small n2 generator,nitrogen-systems,10,4,4,3,3,4,3,4,4,6,7,6,5,4,6,5,3,5,5,3,5,3,4,3,3,3,4,4,4,4,2,4,4,3,2,3,3,3,2,2,n/a,2,2,n/a,2,2,2,2,2,2,2,2,n/a,n/a,3,3,n/a,n/a,3,n/a,n/a,3,3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/portable-nitrogen-generator-2700-99.html,
small nitrogen generator,nitrogen-systems,90,1,1,1,1,1,1,1,2,4,4,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,3,2,n/a,2,2,n/a,2,3,2,2,2,2,2,2,n/a,n/a,2,2,n/a,n/a,2,n/a,n/a,3,3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/portable-nitrogen-generator-2700-99.html,
soft wall clean room gowning areas,"low-volume-desktop, gowning-room",0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,3,3,2,3,3,3,3,3,3,2,2,2,2,2,2,3,2,3,2,2,n/a,4,2,n/a,3,3,3,3,4,4,4,2,n/a,n/a,2,4,n/a,n/a,n/a,n/a,n/a,4,4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/softwall-cleanrooms.php,
soft wall clean rooms,cleanroom,140,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,n/a,2,1,n/a,2,2,2,2,2,2,2,2,n/a,n/a,2,2,n/a,n/a,n/a,2,n/a,2,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/softwall-cleanrooms.php,
softwall clean room,cleanroom,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,n/a,1,1,n/a,1,1,2,1,1,1,1,1,n/a,n/a,1,1,n/a,n/a,n/a,1,n/a,1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/softwall-cleanrooms.php,
softwall clean room enclosures,cleanroom,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,n/a,2,1,n/a,2,2,2,2,2,2,2,1,n/a,n/a,2,1,n/a,n/a,n/a,1,n/a,1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/softwall-cleanrooms.php,
softwall clean room price,cleanroom,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,n/a,1,1,n/a,1,1,1,1,1,1,1,1,n/a,n/a,1,1,n/a,n/a,n/a,1,n/a,1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/valuline-softwall-cleanrooms.html,
softwall modular clean rooms,cleanroom,30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,n/a,1,1,n/a,2,2,1,1,2,2,2,1,n/a,n/a,1,1,n/a,n/a,n/a,n/a,n/a,1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/softwall-cleanrooms.php,
software clean room design,"low-volume-desktop, cleanroom",0,4,4,4,3,3,3,3,3,3,4,3,4,2,2,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,n/a,4,74,n/a,7,7,8,89,96,50,5,-,-,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/blog/free-cleanroom-design-software-tool,
solid 304 ss clean room tables,"tables-and-workbenches, low-volume-desktop",0,2,2,2,3,2,2,2,2,3,3,2,2,2,3,3,3,1,3,4,5,5,5,4,4,4,5,5,5,4,5,6,5,4,5,4,5,5,4,4,n/a,4,4,n/a,5,7,7,6,3,3,5,5,n/a,n/a,3,4,n/a,n/a,n/a,n/a,n/a,4,4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/stainless-steel-cleanroom-work-stations-biosafe-solid-top.html,
solid top clean room work tables,"tables-and-workbenches, low-volume-desktop",0,4,4,4,3,4,4,4,4,4,5,5,5,5,5,5,5,5,6,6,5,6,7,6,6,7,9,9,10,10,6,9,9,5,6,5,6,5,7,7,n/a,6,6,n/a,6,6,6,6,6,6,7,6,n/a,n/a,5,2,n/a,n/a,n/a,n/a,n/a,4,3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/cleanroom-work-stations-and-tables.php,
solid top cleanroom work tables,"tables-and-workbenches, low-volume-desktop",0,4,4,4,3,4,4,3,3,3,4,4,4,4,4,4,4,3,5,6,7,5,5,5,4,5,6,6,8,8,6,6,7,5,4,4,3,4,3,4,n/a,3,3,n/a,6,5,5,5,5,5,5,4,n/a,n/a,4,3,n/a,n/a,n/a,n/a,n/a,5,5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/cleanroom-work-stations-and-tables.php,
solid top cleanroom worktables,"tables-and-workbenches, low-volume-desktop",0,3,2,2,2,3,3,2,3,4,3,4,4,4,3,3,2,3,4,4,3,3,5,6,5,7,7,7,7,5,7,4,7,4,3,5,5,4,6,5,n/a,4,5,n/a,5,7,7,6,6,8,8,6,n/a,n/a,7,8,n/a,n/a,n/a,n/a,n/a,6,6,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/cleanroom-work-stations-and-tables.php,
space saver vacuum desiccator,desiccator vacuum,10,8,7,8,11,10,11,10,10,12,12,12,12,12,12,10,10,11,11,12,11,11,4,10,4,10,3,3,4,6,5,6,5,8,9,14,30,30,9,9,n/a,17,16,n/a,17,18,17,20,33,30,18,18,n/a,n/a,-,15,n/a,n/a,n/a,n/a,n/a,6,6,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/desiccator-vacuum-230mm-clear-space-saver-1539-55.html,
specimen pass through,passthroughs,70,17,17,16,11,24,15,18,15,12,15,15,14,15,17,23,18,50,25,41,26,26,13,10,16,13,26,17,19,13,24,49,44,3,4,6,7,4,6,5,n/a,5,4,n/a,7,4,5,5,7,4,4,3,n/a,n/a,2,4,n/a,n/a,n/a,n/a,n/a,4,4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/pass-through-valuline-specimen-cabinet-flush-wall-mount-304-stainless-steel-2640-99.html,
specimen pass through cabinet,passthroughs,210,9,14,6,6,12,11,13,13,13,10,13,12,12,13,14,30,40,55,23,25,21,18,15,14,13,37,34,20,19,22,27,21,3,2,6,5,5,5,3,n/a,5,4,n/a,6,5,5,4,4,4,4,4,n/a,n/a,4,5,n/a,n/a,n/a,n/a,n/a,5,4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/pass-through-valuline-specimen-cabinet-flush-wall-mount-304-stainless-steel-2640-99.html,
specimen pass throughs,passthroughs,70,10,13,8,3,10,9,12,20,21,16,19,20,15,23,16,16,15,15,13,10,12,14,11,14,23,20,26,23,26,22,21,22,3,3,4,7,5,6,4,n/a,5,5,n/a,4,4,4,4,5,4,5,3,n/a,n/a,2,4,n/a,n/a,n/a,n/a,n/a,1,3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/pass-through-specimen-cabinet-304-stainless-steel-2640-97a.html,
ss clean room furniture,"low-volume-desktop, gowning-room-equipment",0,2,2,2,3,12,13,12,7,7,8,9,9,17,15,13,15,19,13,16,14,14,14,16,14,13,13,12,20,14,16,19,19,41,16,19,19,15,16,20,n/a,14,17,n/a,16,21,14,13,13,13,13,12,n/a,n/a,-,10,n/a,n/a,n/a,n/a,n/a,8,7,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/gowning-benches.php,
stainless sink for cleanroom,"low-volume-desktop, hygiene-sinks",0,3,3,2,2,2,2,2,2,2,2,3,1,3,3,3,3,2,3,3,2,3,3,3,3,3,3,3,3,2,3,3,3,2,2,2,3,2,2,2,n/a,2,2,n/a,2,2,2,2,2,2,2,2,n/a,n/a,3,2,n/a,n/a,n/a,n/a,n/a,2,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/biosafe-wall-mount-cleanroom-and-laboratory-sinks.html,
stainless steel clean room cabinets,"carts-cabinets-storage, low-volume-desktop",0,4,4,4,4,3,3,3,2,3,3,2,1,2,1,1,1,1,1,1,1,1,1,2,2,2,1,3,4,4,4,4,3,2,3,3,3,3,3,3,n/a,3,3,n/a,3,3,3,3,3,3,2,2,n/a,n/a,3,3,n/a,n/a,n/a,n/a,n/a,4,3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/304-stainless-steel-cleanroom-locking-cabinets.html,
stainless steel clean room cart,"carts-cabinets-storage, low-volume-desktop",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,n/a,1,1,n/a,1,1,1,1,1,1,1,2,n/a,n/a,1,1,n/a,n/a,n/a,n/a,n/a,2,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/carts.php,
stainless steel clean room carts,carts-cabinets-storage,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,n/a,1,1,n/a,1,1,1,1,1,1,1,1,n/a,n/a,1,1,n/a,n/a,n/a,n/a,n/a,1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/carts.php,
stainless steel clean room furniture,gowning-room-equipment,10,4,4,4,3,5,11,7,5,6,5,4,4,4,4,5,6,6,7,5,4,4,7,5,10,6,6,6,8,8,8,8,8,9,7,9,7,5,5,7,n/a,9,6,n/a,9,9,6,7,6,7,6,4,n/a,n/a,4,3,n/a,n/a,n/a,n/a,n/a,4,4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/cleanroom-work-stations-and-tables.php,
stainless steel clean room sinks,"low-volume-mobile, low-volume-desktop, hygiene-sinks",0,2,2,1,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,n/a,2,2,n/a,2,2,2,4,3,4,3,4,n/a,n/a,3,3,n/a,n/a,n/a,n/a,n/a,3,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/biosafe-wall-mount-cleanroom-and-laboratory-sinks.html,
stainless steel clean room table,tables-and-workbenches,40,4,4,4,4,4,4,4,4,4,4,5,4,4,4,5,5,4,5,5,5,4,5,5,5,7,6,6,7,5,5,5,4,5,6,5,6,6,5,6,n/a,7,7,n/a,5,6,6,5,5,5,5,4,n/a,n/a,4,3,n/a,n/a,n/a,n/a,n/a,4,4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/cleanroom-work-stations-and-tables.php,
stainless steel clean room windows,windows,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,n/a,1,1,n/a,1,1,1,1,1,1,1,1,n/a,n/a,1,1,n/a,n/a,n/a,n/a,n/a,1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/cleanroom-windows-77831.html,
stainless steel clean tables,"tables-and-workbenches, low-volume-desktop",0,-,-,88,71,31,20,21,23,72,74,22,45,48,59,69,65,34,25,28,19,22,23,11,10,15,17,15,19,16,13,16,17,8,14,17,14,6,6,15,n/a,14,11,n/a,10,15,16,14,10,6,13,13,n/a,n/a,9,11,n/a,n/a,n/a,n/a,n/a,8,10,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
stainless steel cleanroom furniture,gowning-room-equipment,10,4,2,5,6,7,7,7,5,6,5,4,4,5,6,7,8,9,9,8,9,9,10,11,9,12,10,12,15,15,17,17,16,20,40,20,38,7,7,14,n/a,18,20,n/a,14,37,12,11,10,10,12,6,n/a,n/a,6,7,n/a,n/a,n/a,n/a,n/a,11,10,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/cleanroom-work-stations-and-tables.php,
stainless steel cleanroom table,tables-and-workbenches,40,4,4,4,4,5,4,4,4,4,5,4,5,4,5,5,4,6,5,6,8,8,7,8,6,7,7,7,7,7,6,6,5,5,8,7,6,6,5,5,n/a,6,5,n/a,5,6,5,5,5,5,5,4,n/a,n/a,4,4,n/a,n/a,n/a,n/a,n/a,4,4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/cleanroom-work-stations-and-tables.php,
stainless steel cleanroom tables,tables-and-workbenches,40,4,4,4,4,4,4,4,4,4,3,3,4,4,3,3,3,3,4,4,4,6,5,4,4,4,4,6,6,6,5,6,6,4,7,6,5,5,5,5,n/a,5,5,n/a,4,6,6,5,5,5,6,4,n/a,n/a,4,4,n/a,n/a,n/a,n/a,n/a,4,4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/cleanroom-work-stations-and-tables.php,
stainless steel desiccator,desiccator,10,2,2,2,2,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,2,n/a,3,3,n/a,2,2,2,1,1,1,1,1,n/a,n/a,1,1,n/a,n/a,n/a,n/a,n/a,1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/stainless-steel-desiccators.php,
stainless steel desiccator cabinet,desiccator,10,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,4,6,2,5,4,2,2,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,n/a,1,1,n/a,1,1,1,1,1,1,1,1,n/a,n/a,1,1,n/a,n/a,n/a,n/a,n/a,1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/specialty-desiccator-cabinets.php,
stainless steel desiccator cabinets,desiccator,10,2,2,2,1,1,1,3,4,8,2,7,5,3,3,3,4,3,5,5,5,5,4,4,3,4,3,4,3,3,1,1,1,1,2,2,2,2,1,1,n/a,2,2,n/a,2,2,2,2,2,2,2,2,n/a,n/a,2,2,n/a,n/a,n/a,n/a,n/a,2,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/specialty-desiccator-cabinets.php,
stainless steel desiccators,desiccator,10,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,3,3,n/a,2,2,n/a,-,1,1,1,1,1,1,1,n/a,n/a,1,1,n/a,n/a,n/a,n/a,n/a,1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/stainless-steel-desiccators.php,
stainless steel fume hood,hoods-fume,50,3,3,6,3,4,5,5,5,4,4,4,4,3,4,3,3,4,4,4,3,4,4,4,4,3,4,4,4,4,4,5,4,5,5,7,9,10,7,7,n/a,7,9,n/a,8,9,9,5,6,9,6,8,n/a,n/a,10,10,n/a,n/a,n/a,n/a,n/a,12,12,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/2400-03a-terra-system-builder.html,
stainless steel laminar flow glovebox isolator,"recently-added, low-volume-desktop, gloveboxes",0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,1,2,4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/photogallery/washing-and-sterilization-equipment/biohazard-containment-isolators/aseptic-glove-box-isolators-by-germfree.php,
stainless steel pass through,passthroughs,30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,3,3,3,5,5,6,7,2,2,4,3,6,5,6,n/a,5,4,n/a,2,1,1,4,3,4,3,3,n/a,n/a,3,1,n/a,n/a,n/a,n/a,n/a,1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/passthroughs-for-architects-contractors.php,
